enrollid,stuid,lid,enroll_date,status,semester,enroll_type
304760,104760,200001,2026-03-02,완료,2026-1,정규
304761,104761,200001,2026-03-02,완료,2026-1,정규
304762,104762,200001,2026-03-02,완료,2026-1,정규
304763,104763,200001,2026-03-02,완료,2026-1,정규
304764,104764,200001,2026-03-02,완료,2026-1,정규
304765,104765,200001,2026-03-02,완료,2026-1,정규
304766,104766,200001,2026-03-02,완료,2026-1,정규
304767,104767,200001,2026-03-02,완료,2026-1,정규
304768,104768,200001,2026-03-02,완료,2026-1,정규
304769,104769,200001,2026-03-02,완료,2026-1,정규
304770,104770,200001,2026-03-02,완료,2026-1,정규
304771,104771,200001,2026-03-02,완료,2026-1,정규
304772,104772,200001,2026-03-02,완료,2026-1,정규
304773,104773,200001,2026-03-02,완료,2026-1,정규
304774,104774,200001,2026-03-02,완료,2026-1,정규
304775,104775,200001,2026-03-02,완료,2026-1,정규
304776,104776,200001,2026-03-02,완료,2026-1,정규
304777,104777,200001,2026-03-02,완료,2026-1,정규
304778,104778,200001,2026-03-02,완료,2026-1,정규
304779,104779,200001,2026-03-02,완료,2026-1,정규
304780,104780,200001,2026-03-02,완료,2026-1,정규
304781,104781,200001,2026-03-02,완료,2026-1,정규
304782,104782,200001,2026-03-02,완료,2026-1,정규
304783,104783,200001,2026-03-02,완료,2026-1,정규
304784,104784,200001,2026-03-02,완료,2026-1,정규
304785,104785,200001,2026-03-02,완료,2026-1,정규
304786,104786,200001,2026-03-02,완료,2026-1,정규
304787,104787,200001,2026-03-02,완료,2026-1,정규
304788,104788,200001,2026-03-02,완료,2026-1,정규
304789,104789,200001,2026-03-02,완료,2026-1,정규
304790,104790,200001,2026-03-02,완료,2026-1,정규
304791,104791,200001,2026-03-02,완료,2026-1,정규
304792,104792,200001,2026-03-02,완료,2026-1,정규
304793,104793,200001,2026-03-02,완료,2026-1,정규
304794,104794,200001,2026-03-02,완료,2026-1,정규
304795,104795,200001,2026-03-02,완료,2026-1,정규
304796,104796,200001,2026-03-02,완료,2026-1,정규
304797,104797,200001,2026-03-02,완료,2026-1,정규
304798,104798,200001,2026-03-02,완료,2026-1,정규
304799,104799,200001,2026-03-02,완료,2026-1,정규
304800,104800,200001,2026-03-02,완료,2026-1,정규
304801,104801,200001,2026-03-02,완료,2026-1,정규
304802,104802,200001,2026-03-02,완료,2026-1,정규
304803,104803,200001,2026-03-02,완료,2026-1,정규
304804,104804,200001,2026-03-02,완료,2026-1,정규
304805,104805,200001,2026-03-02,완료,2026-1,정규
304806,104806,200001,2026-03-02,완료,2026-1,정규
304807,104807,200001,2026-03-02,완료,2026-1,정규
304808,104808,200001,2026-03-02,완료,2026-1,정규
304809,104809,200001,2026-03-02,완료,2026-1,정규
304810,104810,200001,2026-03-02,완료,2026-1,정규
304811,104811,200001,2026-03-02,완료,2026-1,정규
304812,104812,200001,2026-03-02,완료,2026-1,정규
304813,104813,200001,2026-03-02,완료,2026-1,정규
304814,104814,200001,2026-03-02,완료,2026-1,정규
304815,104815,200001,2026-03-02,완료,2026-1,정규
304816,104816,200001,2026-03-02,완료,2026-1,정규
304817,104817,200001,2026-03-02,완료,2026-1,정규
304818,104818,200001,2026-03-02,완료,2026-1,정규
304819,104819,200001,2026-03-02,완료,2026-1,정규
304820,104820,200001,2026-03-02,완료,2026-1,정규
304821,104821,200001,2026-03-02,완료,2026-1,정규
304822,104822,200001,2026-03-02,완료,2026-1,정규
304823,104823,200001,2026-03-02,완료,2026-1,정규
304824,104824,200001,2026-03-02,완료,2026-1,정규
304825,104825,200001,2026-03-02,완료,2026-1,정규
304826,104826,200001,2026-03-02,완료,2026-1,정규
304827,104827,200001,2026-03-02,완료,2026-1,정규
304828,104828,200001,2026-03-02,완료,2026-1,정규
304829,104829,200001,2026-03-02,완료,2026-1,정규
304830,104830,200001,2026-03-02,완료,2026-1,정규
304831,104831,200001,2026-03-02,완료,2026-1,정규
304832,104832,200001,2026-03-02,완료,2026-1,정규
304833,104833,200001,2026-03-02,완료,2026-1,정규
304834,104834,200001,2026-03-02,완료,2026-1,정규
304835,104835,200001,2026-03-02,완료,2026-1,정규
304836,104836,200001,2026-03-02,완료,2026-1,정규
304837,104837,200001,2026-03-02,완료,2026-1,정규
304838,104838,200001,2026-03-02,완료,2026-1,정규
304839,104839,200001,2026-03-02,완료,2026-1,정규
304840,104840,200001,2026-03-02,완료,2026-1,정규
304841,104841,200001,2026-03-02,완료,2026-1,정규
304842,104842,200001,2026-03-02,완료,2026-1,정규
304843,104843,200001,2026-03-02,완료,2026-1,정규
304844,104844,200001,2026-03-02,완료,2026-1,정규
304845,104845,200001,2026-03-02,완료,2026-1,정규
304846,104846,200001,2026-03-02,완료,2026-1,정규
304847,104847,200001,2026-03-02,완료,2026-1,정규
304848,104848,200001,2026-03-02,완료,2026-1,정규
304849,104849,200001,2026-03-02,완료,2026-1,정규
304850,104850,200001,2026-03-02,완료,2026-1,정규
304851,104851,200001,2026-03-02,완료,2026-1,정규
304852,104852,200001,2026-03-02,완료,2026-1,정규
304853,104853,200001,2026-03-02,완료,2026-1,정규
304854,104854,200001,2026-03-02,완료,2026-1,정규
304855,104855,200001,2026-03-02,완료,2026-1,정규
304856,104856,200001,2026-03-02,완료,2026-1,정규
304857,104857,200001,2026-03-02,완료,2026-1,정규
304858,104858,200001,2026-03-02,완료,2026-1,정규
304859,104859,200001,2026-03-02,완료,2026-1,정규
304860,104860,200001,2026-03-02,완료,2026-1,정규
304861,104861,200001,2026-03-02,완료,2026-1,정규
304862,104862,200001,2026-03-02,완료,2026-1,정규
304863,104863,200001,2026-03-02,완료,2026-1,정규
304864,104864,200001,2026-03-02,완료,2026-1,정규
304865,104865,200001,2026-03-02,완료,2026-1,정규
304866,104866,200001,2026-03-02,완료,2026-1,정규
304867,104867,200001,2026-03-02,완료,2026-1,정규
304868,104868,200001,2026-03-02,완료,2026-1,정규
304869,104869,200001,2026-03-02,완료,2026-1,정규
304870,104870,200001,2026-03-02,완료,2026-1,정규
304871,104871,200001,2026-03-02,완료,2026-1,정규
304872,104872,200001,2026-03-02,완료,2026-1,정규
304873,104873,200001,2026-03-02,완료,2026-1,정규
304874,104874,200001,2026-03-02,완료,2026-1,정규
304875,104875,200001,2026-03-02,완료,2026-1,정규
304876,104876,200001,2026-03-02,완료,2026-1,정규
304877,104877,200001,2026-03-02,완료,2026-1,정규
304878,104878,200001,2026-03-02,완료,2026-1,정규
304879,104879,200001,2026-03-02,완료,2026-1,정규
304880,104880,200001,2026-03-02,완료,2026-1,정규
304881,104881,200001,2026-03-02,완료,2026-1,정규
304882,104882,200001,2026-03-02,완료,2026-1,정규
304883,104883,200001,2026-03-02,완료,2026-1,정규
304884,104884,200001,2026-03-02,완료,2026-1,정규
304885,104885,200001,2026-03-02,완료,2026-1,정규
304886,104886,200001,2026-03-02,완료,2026-1,정규
304887,104887,200001,2026-03-02,완료,2026-1,정규
304888,104888,200001,2026-03-02,완료,2026-1,정규
304889,104889,200001,2026-03-02,완료,2026-1,정규
304890,104890,200001,2026-03-02,완료,2026-1,정규
304891,104891,200001,2026-03-02,완료,2026-1,정규
304892,104892,200001,2026-03-02,완료,2026-1,정규
304893,104893,200001,2026-03-02,완료,2026-1,정규
304894,104894,200001,2026-03-02,완료,2026-1,정규
304895,104895,200001,2026-03-02,완료,2026-1,정규
304896,104896,200001,2026-03-02,완료,2026-1,정규
304897,104897,200001,2026-03-02,완료,2026-1,정규
304898,104898,200001,2026-03-02,완료,2026-1,정규
304899,104899,200001,2026-03-02,완료,2026-1,정규
304900,104900,200001,2026-03-02,완료,2026-1,정규
304901,104901,200001,2026-03-02,완료,2026-1,정규
304902,104902,200001,2026-03-02,완료,2026-1,정규
304903,104903,200001,2026-03-02,완료,2026-1,정규
304904,104904,200001,2026-03-02,완료,2026-1,정규
304905,104905,200001,2026-03-02,완료,2026-1,정규
304906,104906,200001,2026-03-02,완료,2026-1,정규
304907,104907,200001,2026-03-02,완료,2026-1,정규
304908,104908,200001,2026-03-02,완료,2026-1,정규
304909,104909,200001,2026-03-02,완료,2026-1,정규
304910,104910,200001,2026-03-02,완료,2026-1,정규
304911,104911,200001,2026-03-02,완료,2026-1,정규
304912,104912,200001,2026-03-02,완료,2026-1,정규
304913,104913,200001,2026-03-02,완료,2026-1,정규
304914,104914,200001,2026-03-02,완료,2026-1,정규
304915,104915,200001,2026-03-02,완료,2026-1,정규
304916,104916,200001,2026-03-02,완료,2026-1,정규
304917,104917,200001,2026-03-02,완료,2026-1,정규
304918,104918,200001,2026-03-02,완료,2026-1,정규
304919,104919,200001,2026-03-02,완료,2026-1,정규
304920,104920,200001,2026-03-02,완료,2026-1,정규
304921,104921,200001,2026-03-02,완료,2026-1,정규
304922,104922,200001,2026-03-02,완료,2026-1,정규
304923,104923,200001,2026-03-02,완료,2026-1,정규
304924,104924,200001,2026-03-02,완료,2026-1,정규
304925,104925,200001,2026-03-02,완료,2026-1,정규
304926,104926,200001,2026-03-02,완료,2026-1,정규
304927,104927,200001,2026-03-02,완료,2026-1,정규
304928,104928,200001,2026-03-02,완료,2026-1,정규
304929,104929,200001,2026-03-02,완료,2026-1,정규
304930,104930,200001,2026-03-02,완료,2026-1,정규
304931,104931,200001,2026-03-02,완료,2026-1,정규
304932,104932,200001,2026-03-02,완료,2026-1,정규
304933,104933,200001,2026-03-02,완료,2026-1,정규
304934,104934,200001,2026-03-02,완료,2026-1,정규
304935,104935,200001,2026-03-02,완료,2026-1,정규
304936,104936,200001,2026-03-02,완료,2026-1,정규
304937,104937,200001,2026-03-02,완료,2026-1,정규
304938,104938,200001,2026-03-02,완료,2026-1,정규
304939,104939,200001,2026-03-02,완료,2026-1,정규
304940,104940,200001,2026-03-02,완료,2026-1,정규
304941,104941,200001,2026-03-02,완료,2026-1,정규
304942,104942,200001,2026-03-02,완료,2026-1,정규
304943,104943,200001,2026-03-02,완료,2026-1,정규
304944,104944,200001,2026-03-02,완료,2026-1,정규
304945,104945,200001,2026-03-02,완료,2026-1,정규
304946,104946,200001,2026-03-02,완료,2026-1,정규
304947,104947,200001,2026-03-02,완료,2026-1,정규
304948,104948,200001,2026-03-02,완료,2026-1,정규
304949,104949,200001,2026-03-02,완료,2026-1,정규
304950,104950,200001,2026-03-02,완료,2026-1,정규
304951,104951,200001,2026-03-02,완료,2026-1,정규
304952,104952,200001,2026-03-02,완료,2026-1,정규
304953,104953,200001,2026-03-02,완료,2026-1,정규
304954,104954,200001,2026-03-02,완료,2026-1,정규
304955,104955,200001,2026-03-02,완료,2026-1,정규
304956,104956,200001,2026-03-02,완료,2026-1,정규
304957,104957,200001,2026-03-02,완료,2026-1,정규
304958,104958,200001,2026-03-02,완료,2026-1,정규
304959,104959,200001,2026-03-02,완료,2026-1,정규
304960,104960,200001,2026-03-02,완료,2026-1,정규
304961,104961,200001,2026-03-02,완료,2026-1,정규
304962,104962,200001,2026-03-02,완료,2026-1,정규
304963,104963,200001,2026-03-02,완료,2026-1,정규
304964,104964,200001,2026-03-02,완료,2026-1,정규
304965,104965,200001,2026-03-02,완료,2026-1,정규
304966,104966,200001,2026-03-02,완료,2026-1,정규
304967,104967,200001,2026-03-02,완료,2026-1,정규
304968,104968,200001,2026-03-02,완료,2026-1,정규
304969,104969,200001,2026-03-02,완료,2026-1,정규
304970,104970,200001,2026-03-02,완료,2026-1,정규
304971,104971,200001,2026-03-02,완료,2026-1,정규
304972,104972,200001,2026-03-02,완료,2026-1,정규
304973,104973,200001,2026-03-02,완료,2026-1,정규
304974,104974,200001,2026-03-02,완료,2026-1,정규
304975,104975,200001,2026-03-02,완료,2026-1,정규
304976,104976,200001,2026-03-02,완료,2026-1,정규
304977,104977,200001,2026-03-02,완료,2026-1,정규
304978,104978,200001,2026-03-02,완료,2026-1,정규
304979,104979,200001,2026-03-02,완료,2026-1,정규
304980,104980,200001,2026-03-02,완료,2026-1,정규
304981,104981,200001,2026-03-02,완료,2026-1,정규
304982,104982,200001,2026-03-02,완료,2026-1,정규
304983,104983,200001,2026-03-02,완료,2026-1,정규
304984,104984,200001,2026-03-02,완료,2026-1,정규
304985,104985,200001,2026-03-02,완료,2026-1,정규
304986,104986,200001,2026-03-02,완료,2026-1,정규
304987,104987,200001,2026-03-02,완료,2026-1,정규
304988,104988,200001,2026-03-02,완료,2026-1,정규
304989,104989,200001,2026-03-02,완료,2026-1,정규
304990,104990,200001,2026-03-02,완료,2026-1,정규
304991,104991,200001,2026-03-02,완료,2026-1,정규
304992,104992,200001,2026-03-02,완료,2026-1,정규
304993,104993,200001,2026-03-02,완료,2026-1,정규
304994,104994,200001,2026-03-02,완료,2026-1,정규
304995,104995,200001,2026-03-02,완료,2026-1,정규
304996,104996,200001,2026-03-02,완료,2026-1,정규
304997,104997,200001,2026-03-02,완료,2026-1,정규
304998,104998,200001,2026-03-02,완료,2026-1,정규
304999,104999,200001,2026-03-02,완료,2026-1,정규
305000,105000,200001,2026-03-02,완료,2026-1,정규
305001,105001,200001,2026-03-02,완료,2026-1,정규
305002,105002,200001,2026-03-02,완료,2026-1,정규
305003,105003,200001,2026-03-02,완료,2026-1,정규
305004,105004,200001,2026-03-02,완료,2026-1,정규
305005,105005,200001,2026-03-02,완료,2026-1,정규
305006,105006,200001,2026-03-02,완료,2026-1,정규
305007,105007,200001,2026-03-02,완료,2026-1,정규
305008,105008,200001,2026-03-02,완료,2026-1,정규
305009,105009,200001,2026-03-02,완료,2026-1,정규
305010,105010,200001,2026-03-02,완료,2026-1,정규
305011,105011,200001,2026-03-02,완료,2026-1,정규
305012,105012,200001,2026-03-02,완료,2026-1,정규
305013,105013,200001,2026-03-02,완료,2026-1,정규
305014,105014,200001,2026-03-02,완료,2026-1,정규
305015,105015,200001,2026-03-02,완료,2026-1,정규
305016,105016,200001,2026-03-02,완료,2026-1,정규
305017,105017,200001,2026-03-02,완료,2026-1,정규
305018,105018,200001,2026-03-02,완료,2026-1,정규
305019,105019,200001,2026-03-02,완료,2026-1,정규
305020,105020,200001,2026-03-02,완료,2026-1,정규
305021,105021,200001,2026-03-02,완료,2026-1,정규
305022,105022,200001,2026-03-02,완료,2026-1,정규
305023,105023,200001,2026-03-02,완료,2026-1,정규
305024,105024,200001,2026-03-02,완료,2026-1,정규
305025,105025,200001,2026-03-02,완료,2026-1,정규
305026,105026,200001,2026-03-02,완료,2026-1,정규
305027,105027,200001,2026-03-02,완료,2026-1,정규
305028,105028,200001,2026-03-02,완료,2026-1,정규
305029,105029,200001,2026-03-02,완료,2026-1,정규
305030,105030,200001,2026-03-02,완료,2026-1,정규
305031,105031,200001,2026-03-02,완료,2026-1,정규
305032,105032,200001,2026-03-02,완료,2026-1,정규
305033,105033,200001,2026-03-02,완료,2026-1,정규
305034,105034,200001,2026-03-02,완료,2026-1,정규
305035,105035,200001,2026-03-02,완료,2026-1,정규
305036,105036,200001,2026-03-02,완료,2026-1,정규
305037,105037,200001,2026-03-02,완료,2026-1,정규
305038,105038,200001,2026-03-02,완료,2026-1,정규
305039,105039,200001,2026-03-02,완료,2026-1,정규
305040,105040,200001,2026-03-02,완료,2026-1,정규
305041,105041,200001,2026-03-02,완료,2026-1,정규
305042,105042,200001,2026-03-02,완료,2026-1,정규
305043,105043,200001,2026-03-02,완료,2026-1,정규
305044,105044,200001,2026-03-02,완료,2026-1,정규
305045,105045,200001,2026-03-02,완료,2026-1,정규
305046,105046,200001,2026-03-02,완료,2026-1,정규
305047,105047,200001,2026-03-02,완료,2026-1,정규
305048,105048,200001,2026-03-02,완료,2026-1,정규
305049,105049,200001,2026-03-02,완료,2026-1,정규
305050,105050,200001,2026-03-02,완료,2026-1,정규
305051,105051,200001,2026-03-02,완료,2026-1,정규
305052,105052,200001,2026-03-02,완료,2026-1,정규
305053,105053,200001,2026-03-02,완료,2026-1,정규
305054,105054,200001,2026-03-02,완료,2026-1,정규
305055,105055,200001,2026-03-02,완료,2026-1,정규
305056,105056,200001,2026-03-02,완료,2026-1,정규
305057,105057,200001,2026-03-02,완료,2026-1,정규
305058,105058,200001,2026-03-02,완료,2026-1,정규
305059,105059,200001,2026-03-02,완료,2026-1,정규
305060,105060,200001,2026-03-02,완료,2026-1,정규
305061,105061,200001,2026-03-02,완료,2026-1,정규
305062,105062,200001,2026-03-02,완료,2026-1,정규
305063,105063,200001,2026-03-02,완료,2026-1,정규
305064,105064,200001,2026-03-02,완료,2026-1,정규
305065,105065,200001,2026-03-02,완료,2026-1,정규
305066,105066,200001,2026-03-02,완료,2026-1,정규
305067,105067,200001,2026-03-02,완료,2026-1,정규
305068,105068,200001,2026-03-02,완료,2026-1,정규
305069,105069,200001,2026-03-02,완료,2026-1,정규
305070,105070,200001,2026-03-02,완료,2026-1,정규
305071,105071,200001,2026-03-02,완료,2026-1,정규
305072,105072,200001,2026-03-02,완료,2026-1,정규
305073,105073,200001,2026-03-02,완료,2026-1,정규
305074,105074,200001,2026-03-02,완료,2026-1,정규
305075,105075,200001,2026-03-02,완료,2026-1,정규
305076,105076,200001,2026-03-02,완료,2026-1,정규
305077,105077,200001,2026-03-02,완료,2026-1,정규
305078,105078,200001,2026-03-02,완료,2026-1,정규
305079,105079,200001,2026-03-02,완료,2026-1,정규
305080,105080,200001,2026-03-02,완료,2026-1,정규
305081,105081,200001,2026-03-02,완료,2026-1,정규
305082,105082,200001,2026-03-02,완료,2026-1,정규
305083,105083,200001,2026-03-02,완료,2026-1,정규
305084,105084,200001,2026-03-02,완료,2026-1,정규
305085,105085,200001,2026-03-02,완료,2026-1,정규
305086,105086,200001,2026-03-02,완료,2026-1,정규
305087,105087,200001,2026-03-02,완료,2026-1,정규
305088,105088,200001,2026-03-02,완료,2026-1,정규
305089,105089,200001,2026-03-02,완료,2026-1,정규
305090,105090,200001,2026-03-02,완료,2026-1,정규
305091,105091,200001,2026-03-02,완료,2026-1,정규
305092,105092,200001,2026-03-02,완료,2026-1,정규
